1999,5,Titans,Bulldogs,Eels,Panthers,Dragons,Rabbitohs,Warriors,Raiders,Knights,SeaEagles,Sharks,Cowboys,Broncos,Storm,Roosters,Tigers
10.00,1.00,2.00,18.00,1.80,1.00
0.00,8.00,1.60,18.80,2.30,8.00
15.00,12.00,2.70,20.20,1.50,12.00
11.00,7.00,1.30,22.30,3.90,11.00
9.00,5.00,1.60,19.30,2.30,5.00
13.00,6.00,1.20,26.00,5.30,13.00
14.00,4.00,1.30,20.40,3.40,14.00
0.00,2.00,1.60,19.00,2.30,0.00
15.00,4.00,2.50,19.80,1.60,4.00
9.00,10.00,1.20,24.20,4.70,9.00
7.00,6.00,1.50,19.70,2.70,7.00
5.00,13.00,1.80,18.20,2.00,13.00
8.00,3.00,1.20,25.80,5.20,8.00
12.00,11.00,1.80,17.80,2.10,12.00
14.00,1.00,1.60,19.70,2.30,14.00
13.00,15.00,1.20,26.50,5.40,13.00
7.00,14.00,2.80,19.70,1.50,7.00
4.00,8.00,2.30,18.70,1.70,4.00
6.00,5.00,3.20,22.00,1.40,5.00
11.00,3.00,1.20,25.00,4.40,11.00
2.00,10.00,2.50,19.70,1.60,2.00
0.00,12.00,1.60,20.00,2.40,12.00
1.00,9.00,2.10,17.70,1.80,9.00
14.00,2.00,1.40,20.00,3.10,14.00
6.00,11.00,2.80,19.40,1.50,6.00
8.00,7.00,1.40,20.20,3.10,8.00
3.00,0.00,2.30,18.60,1.70,0.00
10.00,4.00,1.30,21.30,3.40,4.00
12.00,13.00,3.30,21.40,1.40,13.00
1.00,5.00,2.00,18.20,1.80,5.00
9.00,15.00,1.40,19.20,3.20,9.00
8.00,11.00,2.30,18.00,1.70,8.00
7.00,4.00,1.60,19.70,2.40,7.00
3.00,5.00,4.20,21.30,1.20,5.00
10.00,6.00,1.40,20.80,3.00,10.00
14.00,12.00,1.50,19.80,2.70,14.00
0.00,9.00,2.30,19.40,1.60,0.00
15.00,2.00,1.70,17.80,2.20,15.00
13.00,1.00,1.20,21.70,4.30,13.00
5.00,10.00,1.30,21.90,3.60,5.00
9.00,8.00,1.70,18.80,2.20,9.00
15.00,3.00,1.70,19.40,2.20,15.00
0.00,7.00,1.40,22.70,2.80,0.00
11.00,13.00,1.90,17.70,2.00,13.00
6.00,14.00,2.20,18.90,1.70,14.00
4.00,12.00,2.10,18.00,1.70,12.00
2.00,1.00,2.30,19.10,1.60,1.00
8.00,15.00,1.50,19.00,2.70,8.00
10.00,0.00,1.50,22.00,2.60,10.00
13.00,4.00,1.20,21.80,4.20,13.00
3.00,7.00,1.90,17.50,1.90,3.00
1.00,11.00,2.10,17.70,1.80,11.00
2.00,6.00,1.80,17.80,2.10,2.00
12.00,9.00,1.60,17.30,2.40,9.00
14.00,5.00,2.30,18.20,1.60,5.00
1.00,13.00,2.10,18.50,1.80,13.00
1.00,5.00,1.50,20.60,2.80,1.00
13.00,9.00,1.60,18.80,2.40,13.00
5.00,7.00,1.40,20.80,3.00,5.00
9.00,11.00,1.90,18.10,2.00,9.00
7.00,10.00,1.60,19.10,2.30,7.00
11.00,12.00,1.40,20.50,2.90,11.00
13.00,5.00,1.60,19.20,2.30,13.00
1.00,9.00,2.10,18.40,1.80,1.00
2.00,4.00,2.00,18.10,1.80,4.00
10.00,11.00,1.50,19.10,2.60,11.00
6.00,7.00,2.40,19.60,1.60,7.00
1.00,14.00,1.20,25.00,5.10,1.00
15.00,13.00,2.40,19.10,1.60,13.00
0.00,9.00,4.30,22.30,1.20,9.00
12.00,3.00,1.20,24.20,4.50,12.00
8.00,5.00,2.40,19.90,1.60,5.00
13.00,10.00,1.40,21.80,3.20,13.00
5.00,2.00,1.20,25.70,5.00,5.00
14.00,15.00,2.50,20.20,1.50,14.00
11.00,8.00,1.30,22.70,3.40,11.00
4.00,6.00,1.50,20.70,2.60,4.00
3.00,0.00,2.40,19.10,1.60,3.00
7.00,1.00,2.50,20.20,1.50,7.00
9.00,12.00,1.50,20.70,2.80,9.00
4.00,11.00,2.40,20.60,1.60,11.00
9.00,8.00,1.40,21.30,3.20,9.00
0.00,2.00,1.40,21.40,3.00,0.00
6.00,3.00,1.40,21.90,3.20,3.00
10.00,5.00,2.70,20.70,1.50,10.00
7.00,14.00,1.40,21.10,3.00,7.00
12.00,13.00,2.40,20.30,1.60,13.00
1.00,15.00,1.40,20.90,2.90,1.00
8.00,10.00,1.80,19.20,2.10,8.00
1.00,12.00,1.30,22.50,3.50,1.00
3.00,7.00,2.00,18.90,1.80,7.00
11.00,6.00,1.30,22.70,3.30,11.00
15.00,4.00,1.60,20.60,2.40,15.00
2.00,14.00,2.00,18.80,1.80,2.00
13.00,0.00,1.30,22.80,3.40,13.00
5.00,9.00,1.90,18.70,2.00,9.00
15.00,2.00,1.50,21.00,2.50,15.00
0.00,5.00,2.20,20.10,1.70,5.00
7.00,12.00,2.20,19.60,1.70,7.00
6.00,10.00,1.50,20.50,2.70,10.00
11.00,9.00,1.70,18.90,2.10,9.00
8.00,1.00,2.40,19.60,1.60,1.00
13.00,3.00,1.20,23.40,4.10,13.00
14.00,4.00,2.50,20.00,1.50,14.00
12.00,2.00,1.30,22.40,3.70,2.00
5.00,15.00,1.30,22.00,3.50,5.00
7.00,8.00,1.60,20.20,2.40,8.00
10.00,3.00,1.60,19.60,2.40,3.00
9.00,6.00,1.50,20.50,2.70,9.00
1.00,11.00,1.60,20.40,2.40,1.00
4.00,13.00,2.80,19.80,1.40,4.00
14.00,0.00,2.20,18.50,1.70,0.00
11.00,15.00,1.60,19.50,2.40,11.00
3.00,14.00,1.80,19.10,2.10,3.00
10.00,7.00,1.50,20.50,2.80,7.00
2.00,13.00,3.70,23.10,1.30,2.00
5.00,4.00,1.60,19.60,2.40,5.00
6.00,8.00,1.30,23.00,3.90,8.00
0.00,12.00,2.80,20.30,1.50,0.00
9.00,1.00,1.70,19.00,2.20,1.00
14.00,5.00,3.60,21.90,1.30,5.00
4.00,10.00,1.60,19.50,2.30,4.00
7.00,0.00,1.50,20.80,2.70,0.00
15.00,3.00,1.30,23.00,3.90,15.00
13.00,11.00,1.50,20.70,2.80,11.00
8.00,9.00,3.10,21.10,1.40,8.00
12.00,6.00,1.40,20.90,2.80,12.00
1.00,2.00,1.10,29.60,6.50,1.00
10.00,14.00,1.50,20.80,2.60,14.00
9.00,2.00,1.10,28.00,5.60,9.00
5.00,8.00,1.30,23.60,3.90,5.00
0.00,6.00,2.70,20.60,1.50,6.00
13.00,7.00,1.20,23.10,4.40,7.00
15.00,1.00,2.80,20.80,1.50,1.00
7.00,4.00,2.40,19.90,1.60,7.00
5.00,3.00,1.20,23.40,4.60,5.00
6.00,11.00,1.20,24.90,4.90,6.00
2.00,8.00,2.10,19.30,1.80,8.00
12.00,10.00,1.60,19.30,2.40,10.00
8.00,15.00,2.80,20.80,1.40,8.00
14.00,9.00,2.60,20.10,1.50,9.00
1.00,13.00,2.20,19.30,1.70,1.00
3.00,2.00,1.70,18.80,2.20,2.00
11.00,7.00,1.30,23.50,3.90,11.00
12.00,5.00,1.40,20.90,2.80,12.00
4.00,0.00,1.50,20.80,2.80,4.00
9.00,13.00,1.60,19.90,2.40,13.00
15.00,14.00,1.40,22.10,3.10,14.00
0.00,3.00,1.50,20.50,2.60,0.00
2.00,5.00,2.60,20.80,1.50,5.00
10.00,6.00,2.30,19.80,1.60,10.00
11.00,12.00,1.70,18.90,2.20,11.00
4.00,1.00,2.30,19.90,1.60,1.00
3.00,6.00,2.80,20.30,1.40,6.00
14.00,12.00,1.70,20.20,2.30,12.00
10.00,0.00,1.60,19.10,2.30,10.00
8.00,7.00,1.50,19.80,2.50,7.00
13.00,15.00,2.80,20.60,1.50,15.00
2.00,10.00,2.70,20.40,1.50,2.00
12.00,8.00,1.20,25.30,4.90,12.00
6.00,13.00,2.40,20.10,1.60,13.00
1.00,5.00,2.00,18.90,1.80,1.00
7.00,15.00,2.70,21.10,1.50,15.00
0.00,11.00,2.20,19.40,1.70,0.00
9.00,4.00,1.40,21.10,2.80,9.00
14.00,1.00,2.40,19.50,1.60,1.00
15.00,11.00,1.60,19.30,2.30,15.00
3.00,9.00,3.00,21.30,1.40,3.00
4.00,2.00,1.40,21.30,3.00,4.00
8.00,0.00,1.50,19.80,2.60,0.00
13.00,12.00,1.40,20.80,2.90,13.00
5.00,7.00,1.20,23.00,4.10,5.00
1.00,10.00,1.40,20.40,2.90,1.00
4.00,5.00,2.00,17.80,1.90,5.00
9.00,14.00,1.50,20.10,2.80,9.00
11.00,3.00,1.40,20.80,2.80,11.00
15.00,6.00,2.00,17.60,1.90,15.00
3.00,4.00,3.20,22.40,1.30,3.00
10.00,13.00,3.70,23.70,1.30,10.00
7.00,2.00,1.40,21.70,3.00,7.00
8.00,11.00,2.30,19.70,1.60,11.00
6.00,14.00,1.40,21.60,3.20,6.00
1.00,0.00,1.30,22.60,3.50,0.00
12.00,9.00,2.00,18.60,1.90,9.00
5.00,10.00,1.80,18.60,2.10,5.00
14.00,8.00,1.60,20.40,2.40,14.00
9.00,7.00,1.20,25.30,4.50,9.00
0.00,15.00,3.50,21.80,1.30,15.00
3.00,13.00,5.70,27.10,1.10,13.00
6.00,12.00,2.20,18.90,1.70,6.00
11.00,4.00,1.60,19.40,2.30,11.00
2.00,1.00,2.80,20.40,1.50,1.00
8.00,3.00,1.30,21.00,3.30,8.00
2.00,15.00,2.80,20.90,1.50,15.00
7.00,10.00,1.90,16.90,1.90,10.00
5.00,11.00,1.90,16.90,1.90,5.00
12.00,0.00,1.20,23.30,4.50,12.00
1.00,9.00,2.00,18.50,1.80,9.00
13.00,6.00,1.30,21.90,3.30,13.00
4.00,14.00,1.40,21.70,3.00,4.00
3.00,15.00,2.40,19.40,1.60,15.00
10.00,2.00,1.40,21.20,2.80,10.00
6.00,5.00,1.60,19.80,2.40,6.00
9.00,0.00,1.20,23.40,4.60,0.00
14.00,11.00,2.30,19.30,1.70,11.00
13.00,1.00,1.30,23.10,3.80,13.00
12.00,7.00,1.30,21.60,3.30,12.00
4.00,8.00,1.60,19.80,2.40,4.00
9.00,3.00,1.40,20.90,2.80,9.00
11.00,13.00,2.40,20.20,1.60,13.00
8.00,2.00,1.40,20.70,2.80,8.00
7.00,6.00,2.10,19.10,1.70,7.00
10.00,4.00,2.20,19.40,1.70,10.00
0.00,14.00,2.10,18.70,1.70,14.00
15.00,12.00,2.50,19.40,1.60,12.00
5.00,1.00,2.20,18.70,1.70,5.00
7.00,11.00,1.60,20.10,2.30,11.00
15.00,5.00,2.50,19.50,1.50,5.00
0.00,1.00,2.70,20.00,1.50,1.00
14.00,6.00,3.40,21.40,1.30,14.00
2.00,9.00,2.70,20.00,1.50,2.00
3.00,10.00,1.70,18.50,2.10,10.00
12.00,4.00,1.60,19.30,2.40,12.00
13.00,8.00,1.30,20.20,3.20,13.00
15.00,7.00,1.40,21.10,3.00,7.00
1.00,8.00,1.50,21.30,2.80,8.00
13.00,14.00,1.20,25.40,4.40,13.00
11.00,10.00,1.40,20.50,2.90,10.00
4.00,9.00,1.70,19.60,2.20,4.00
6.00,0.00,1.20,24.80,4.40,6.00
5.00,12.00,2.10,18.50,1.70,12.00
2.00,3.00,2.10,18.20,1.80,3.00
10.00,9.00,2.80,21.40,1.40,10.00
3.00,5.00,1.80,19.80,2.00,5.00
14.00,7.00,1.80,19.10,2.00,14.00
6.00,1.00,1.50,19.50,2.60,1.00
11.00,2.00,1.30,22.50,3.30,11.00
0.00,13.00,3.00,22.60,1.40,13.00
8.00,12.00,1.90,19.10,1.90,12.00
4.00,15.00,1.80,19.20,2.00,4.00
2.00,6.00,2.40,20.40,1.60,6.00
13.00,5.00,1.40,21.50,2.80,13.00
14.00,3.00,1.50,20.10,2.50,3.00
10.00,8.00,2.10,19.60,1.70,8.00
1.00,4.00,2.40,20.10,1.60,1.00
0.00,7.00,1.70,20.00,2.20,7.00
12.00,11.00,1.50,20.80,2.70,11.00
9.00,15.00,2.00,20.10,1.80,9.00
5.00,14.00,1.80,19.30,2.10,14.00
15.00,10.00,1.50,19.80,2.80,15.00
6.00,9.00,1.70,18.90,2.20,9.00
11.00,0.00,1.50,19.70,2.70,0.00
3.00,1.00,2.00,17.70,1.80,1.00
7.00,13.00,2.40,18.80,1.60,13.00
2.00,12.00,2.40,19.80,1.60,12.00
8.00,4.00,1.60,18.20,2.40,4.00
9.00,6.00,1.50,20.20,2.70,9.00
13.00,6.00,1.40,20.60,3.00,6.00
9.00,12.00,1.40,20.00,2.90,9.00
12.00,4.00,1.60,17.90,2.30,12.00
15.00,6.00,1.30,21.30,3.40,6.00
13.00,8.00,1.30,21.80,3.70,13.00
9.00,11.00,1.40,20.50,2.80,9.00
12.00,6.00,1.60,18.90,2.20,12.00
15.00,4.00,2.10,18.60,1.70,15.00
14.00,13.00,2.80,19.80,1.40,14.00
12.00,9.00,1.20,23.40,4.20,12.00
1.00,7.00,1.30,21.60,3.50,1.00
10.00,15.00,4.10,23.20,1.20,15.00
0.00,2.00,2.00,17.60,1.80,2.00
6.00,11.00,1.40,19.60,2.70,6.00
8.00,5.00,1.80,17.20,2.00,8.00
4.00,3.00,1.20,23.80,4.70,4.00
15.00,0.00,1.10,35.00,7.90,15.00
12.00,5.00,1.50,19.50,2.50,12.00
4.00,6.00,1.50,19.90,2.70,4.00
11.00,10.00,1.10,29.60,6.30,11.00
7.00,3.00,1.50,19.50,2.50,3.00
1.00,8.00,1.70,18.30,2.10,1.00
9.00,13.00,1.60,19.20,2.40,9.00
2.00,14.00,1.80,18.70,2.10,14.00
8.00,12.00,2.30,18.90,1.60,12.00
15.00,2.00,1.30,21.80,3.50,15.00
9.00,1.00,1.30,22.00,3.90,9.00
14.00,10.00,1.50,20.20,2.70,14.00
3.00,6.00,2.90,20.60,1.40,6.00
0.00,7.00,1.70,18.70,2.20,0.00
5.00,11.00,1.70,19.30,2.20,5.00
13.00,4.00,1.60,18.90,2.20,13.00
10.00,1.00,2.20,18.30,1.70,1.00
4.00,14.00,1.10,28.60,5.80,14.00
7.00,5.00,2.20,18.50,1.60,5.00
2.00,9.00,3.50,21.60,1.30,9.00
0.00,13.00,6.40,27.00,1.10,13.00
6.00,8.00,1.40,20.60,2.80,6.00
3.00,15.00,3.10,20.80,1.40,15.00
11.00,12.00,2.00,18.10,1.80,12.00
5.00,2.00,1.60,18.30,2.30,5.00
9.00,14.00,1.30,22.40,3.80,9.00
8.00,7.00,1.40,20.60,3.00,8.00
12.00,6.00,1.40,19.60,2.70,12.00
10.00,0.00,1.30,21.20,3.30,0.00
13.00,3.00,1.20,24.60,4.60,13.00
15.00,4.00,2.40,18.70,1.60,15.00
1.00,11.00,2.00,18.10,1.80,1.00
2.00,13.00,3.00,19.80,1.40,13.00
4.00,5.00,1.20,24.80,4.90,5.00
8.00,0.00,1.40,21.30,3.20,8.00
6.00,7.00,1.40,20.50,3.00,6.00
11.00,3.00,1.60,18.90,2.30,11.00
14.00,1.00,1.80,17.90,2.00,14.00
12.00,10.00,1.20,24.80,4.50,12.00
9.00,15.00,1.50,20.40,2.80,15.00
7.00,4.00,3.10,20.40,1.40,7.00
3.00,9.00,2.70,19.60,1.50,9.00
5.00,6.00,2.00,18.40,1.80,6.00
15.00,14.00,1.50,20.50,2.70,15.00
10.00,8.00,1.80,18.30,2.10,8.00
0.00,11.00,2.00,17.90,1.90,11.00
13.00,12.00,1.50,19.00,2.50,13.00
1.00,2.00,2.10,17.90,1.80,1.00
4.00,10.00,1.30,22.70,3.40,4.00
8.00,9.00,2.70,20.20,1.50,9.00
7.00,13.00,2.40,18.00,1.60,13.00
3.00,2.00,1.70,19.00,2.20,3.00
11.00,15.00,2.10,19.50,1.70,15.00
5.00,14.00,1.80,18.30,2.00,5.00
12.00,0.00,1.20,25.00,4.20,12.00
6.00,1.00,1.50,19.90,2.60,6.00
8.00,11.00,1.20,23.20,3.90,11.00
9.00,5.00,1.30,22.10,3.50,9.00
14.00,3.00,2.10,18.90,1.70,14.00
1.00,13.00,2.60,19.90,1.50,13.00
10.00,7.00,1.70,18.70,2.20,10.00
2.00,15.00,2.20,18.30,1.70,2.00
6.00,0.00,1.30,22.00,3.50,6.00
14.00,7.00,2.00,16.70,1.80,7.00
4.00,8.00,1.70,18.10,2.20,8.00
10.00,5.00,2.10,17.20,1.80,10.00
3.00,1.00,2.50,17.10,1.60,3.00
2.00,12.00,1.60,17.70,2.40,12.00
4.00,9.00,1.60,18.90,2.30,4.00
8.00,14.00,1.60,19.00,2.30,8.00
3.00,11.00,1.70,18.80,2.20,3.00
6.00,13.00,2.00,18.10,1.80,13.00
7.00,2.00,1.60,19.00,2.20,7.00
0.00,10.00,1.70,18.30,2.10,10.00
5.00,12.00,2.60,19.60,1.50,5.00
15.00,1.00,2.40,19.20,1.60,1.00
9.00,2.00,1.30,20.50,3.70,9.00
15.00,13.00,1.70,19.20,2.20,13.00
1.00,10.00,1.40,20.10,2.80,10.00
11.00,6.00,1.50,19.30,2.60,11.00
8.00,3.00,1.50,18.50,2.50,8.00
5.00,0.00,1.70,18.50,2.20,5.00
12.00,4.00,1.90,17.60,1.90,12.00
13.00,14.00,1.70,19.10,2.10,13.00
12.00,7.00,1.90,16.90,1.90,12.00
6.00,15.00,1.50,19.90,2.50,15.00
9.00,11.00,1.20,26.80,4.90,9.00
4.00,0.00,1.90,17.70,1.90,0.00
15.00,8.00,1.30,20.60,3.40,15.00
5.00,13.00,2.70,19.50,1.50,13.00
7.00,11.00,1.60,18.30,2.50,11.00
14.00,6.00,2.10,18.40,1.70,14.00
1.00,9.00,2.20,18.30,1.60,9.00
0.00,3.00,1.80,17.70,2.10,3.00
10.00,12.00,2.70,20.00,1.50,12.00
2.00,4.00,3.80,20.70,1.30,4.00
3.00,5.00,1.60,18.20,2.40,3.00
4.00,15.00,1.50,19.30,2.70,4.00
13.00,10.00,1.20,22.70,4.60,13.00
11.00,14.00,1.50,19.20,2.70,11.00
8.00,2.00,1.60,18.90,2.30,8.00
1.00,0.00,1.50,19.20,2.70,1.00
9.00,12.00,1.50,18.90,2.60,9.00
2.00,10.00,1.40,20.30,2.90,2.00
14.00,8.00,1.80,17.50,2.00,14.00
6.00,5.00,1.40,20.70,3.00,6.00
15.00,3.00,1.30,21.30,3.30,15.00
7.00,1.00,2.50,17.90,1.60,7.00
0.00,9.00,2.40,18.50,1.50,9.00
10.00,14.00,2.60,20.20,1.50,10.00
8.00,6.00,1.70,18.50,2.10,6.00
11.00,2.00,1.40,20.40,2.70,11.00
5.00,15.00,3.10,21.20,1.40,5.00
13.00,7.00,1.10,27.00,5.30,7.00
3.00,12.00,2.60,19.90,1.50,3.00
1.00,4.00,2.60,19.90,1.50,4.00
9.00,7.00,1.30,21.70,3.20,9.00
4.00,11.00,1.50,19.30,2.60,4.00
0.00,6.00,1.50,18.70,2.50,6.00
12.00,13.00,2.70,19.20,1.50,13.00
4.00,2.00,1.10,27.80,5.10,4.00
7.00,15.00,1.80,18.20,2.00,15.00
6.00,3.00,1.40,20.00,2.70,6.00
13.00,8.00,1.40,20.80,3.10,13.00
11.00,9.00,1.80,18.30,2.00,11.00
0.00,14.00,1.70,18.50,2.10,0.00
5.00,10.00,1.40,20.40,3.00,5.00
12.00,1.00,1.70,18.60,2.10,12.00
13.00,6.00,1.20,22.00,3.80,6.00
14.00,4.00,3.00,20.80,1.40,4.00
2.00,0.00,2.10,18.60,1.70,2.00
7.00,8.00,1.60,19.00,2.30,8.00
1.00,5.00,1.50,18.70,2.40,1.00
10.00,11.00,1.70,18.50,2.10,11.00
9.00,3.00,1.40,20.60,3.10,9.00
15.00,12.00,1.70,17.60,2.20,12.00
5.00,4.00,2.70,20.40,1.40,4.00
3.00,13.00,2.60,19.80,1.50,13.00
8.00,10.00,1.40,20.60,2.90,8.00
11.00,7.00,1.50,18.80,2.50,11.00
14.00,12.00,1.70,18.70,2.10,12.00
9.00,6.00,1.40,20.60,2.80,9.00
0.00,15.00,2.10,18.10,1.80,0.00
2.00,1.00,2.60,19.80,1.50,1.00
12.00,8.00,1.60,18.30,2.30,12.00
4.00,1.00,1.50,19.00,2.50,4.00
13.00,2.00,1.30,21.40,3.40,13.00
3.00,7.00,1.70,18.50,2.10,3.00
10.00,9.00,2.20,18.30,1.70,9.00
6.00,14.00,2.30,18.30,1.60,6.00
15.00,5.00,2.30,18.70,1.60,15.00
11.00,0.00,1.50,19.50,2.60,11.00
13.00,1.00,1.70,19.00,2.10,13.00
14.00,15.00,1.40,18.90,2.90,14.00
8.00,4.00,2.60,19.60,1.50,4.00
10.00,6.00,2.20,18.90,1.70,6.00
2.00,11.00,1.70,18.90,2.20,2.00
7.00,0.00,1.30,21.00,3.30,0.00
12.00,3.00,1.40,21.60,3.10,12.00
5.00,9.00,2.10,19.00,1.70,5.00
11.00,13.00,2.60,18.80,1.50,11.00
9.00,8.00,1.60,18.90,2.40,9.00
1.00,14.00,2.00,17.00,1.80,1.00
6.00,4.00,2.10,17.00,1.70,4.00
15.00,7.00,1.50,18.80,2.50,15.00
3.00,10.00,1.40,20.00,2.80,10.00
0.00,12.00,2.10,18.90,1.80,12.00
2.00,5.00,1.90,16.90,1.90,5.00
10.00,4.00,4.90,25.30,1.20,10.00
14.00,9.00,1.20,24.00,3.90,9.00
5.00,1.00,2.40,18.70,1.60,1.00
11.00,8.00,1.50,18.50,2.40,8.00
15.00,6.00,1.50,19.80,2.70,15.00
13.00,0.00,1.50,19.60,2.70,13.00
7.00,12.00,1.50,19.80,2.70,12.00
2.00,3.00,1.50,19.50,2.70,3.00
1.00,15.00,2.10,18.50,1.70,1.00
3.00,8.00,1.70,18.50,2.20,8.00
7.00,10.00,1.30,21.00,3.20,7.00
13.00,9.00,1.50,18.70,2.50,13.00
0.00,4.00,2.50,18.80,1.50,4.00
6.00,2.00,1.40,20.00,2.90,2.00
12.00,11.00,1.50,18.80,2.70,11.00
14.00,5.00,1.70,18.90,2.10,14.00
4.00,14.00,1.60,19.10,2.30,4.00
4.00,15.00,1.40,21.00,2.80,4.00
0.00,14.00,1.80,18.80,2.10,14.00
14.00,3.00,1.50,20.00,2.50,14.00
7.00,15.00,1.50,21.20,2.70,15.00
4.00,9.00,1.20,28.00,4.90,4.00
3.00,7.00,1.50,20.40,2.50,7.00
15.00,14.00,1.80,18.70,2.00,14.00
0.00,6.00,1.50,20.40,2.50,0.00
4.00,5.00,1.60,19.10,2.40,4.00
9.00,1.00,1.50,21.40,2.70,1.00
13.00,8.00,1.10,32.40,7.00,13.00
3.00,10.00,1.30,23.10,3.40,3.00
11.00,14.00,4.00,25.40,1.20,14.00
2.00,6.00,1.80,18.40,2.00,6.00
0.00,15.00,1.60,18.60,2.40,0.00
12.00,7.00,2.50,19.50,1.50,7.00
1.00,3.00,2.60,19.90,1.50,3.00
14.00,9.00,1.60,18.80,2.40,14.00
15.00,13.00,1.40,21.70,2.80,15.00
7.00,11.00,1.10,30.30,5.70,7.00
8.00,4.00,2.30,18.80,1.60,4.00
10.00,0.00,3.00,21.50,1.40,10.00
5.00,2.00,2.60,20.50,1.50,5.00
6.00,12.00,1.50,20.90,2.60,6.00
14.00,0.00,1.60,19.10,2.30,0.00
2.00,15.00,1.70,18.70,2.20,15.00
7.00,4.00,2.30,19.10,1.60,7.00
13.00,10.00,1.30,23.20,3.80,13.00
11.00,1.00,2.40,19.10,1.60,1.00
9.00,6.00,1.50,19.80,2.70,9.00
3.00,5.00,1.50,20.20,2.60,3.00
8.00,12.00,1.90,17.30,1.90,8.00
4.00,9.00,1.50,20.50,2.70,4.00
15.00,3.00,2.00,18.50,1.80,15.00
13.00,5.00,1.50,21.40,2.70,13.00
6.00,8.00,1.50,20.30,2.70,6.00
1.00,7.00,1.80,18.60,2.00,7.00
0.00,11.00,1.20,25.90,4.90,0.00
10.00,14.00,3.30,22.30,1.30,10.00
12.00,2.00,1.70,18.50,2.10,2.00
7.00,3.00,1.80,18.50,2.00,7.00
14.00,4.00,2.00,18.30,1.80,4.00
8.00,1.00,1.90,18.60,1.90,8.00
5.00,15.00,2.90,22.00,1.40,5.00
10.00,6.00,2.20,19.70,1.70,6.00
9.00,13.00,1.60,20.30,2.30,9.00
0.00,2.00,1.80,18.90,2.10,0.00
11.00,12.00,2.70,21.70,1.50,12.00
8.00,9.00,2.90,21.60,1.40,8.00
12.00,4.00,2.10,18.70,1.80,12.00
13.00,7.00,1.50,21.50,2.70,13.00
6.00,0.00,1.60,20.20,2.40,0.00
15.00,10.00,1.30,24.20,3.90,15.00
2.00,14.00,1.50,19.60,2.50,14.00
1.00,5.00,2.30,19.80,1.70,1.00
3.00,11.00,1.20,25.50,4.10,3.00
12.00,14.00,1.40,21.70,3.00,14.00
9.00,15.00,1.60,19.80,2.40,9.00
5.00,6.00,1.70,19.30,2.20,5.00
11.00,8.00,1.60,20.00,2.30,11.00
13.00,3.00,1.60,19.80,2.30,13.00
7.00,10.00,1.30,23.60,3.40,7.00
1.00,2.00,2.50,20.20,1.50,2.00
4.00,0.00,1.30,25.40,3.70,0.00
15.00,11.00,1.30,24.10,3.80,15.00
14.00,1.00,1.70,19.20,2.20,14.00
7.00,8.00,1.50,20.50,2.60,7.00
3.00,2.00,1.60,19.50,2.40,2.00
10.00,9.00,3.30,23.10,1.30,9.00
6.00,13.00,1.70,18.50,2.20,6.00
5.00,4.00,2.60,20.50,1.50,4.00
0.00,12.00,1.90,18.50,1.90,12.00
2.00,11.00,1.40,20.90,2.80,2.00
3.00,6.00,1.40,22.10,3.10,6.00
8.00,10.00,1.40,21.00,2.80,8.00
1.00,13.00,1.80,17.90,2.00,1.00
9.00,7.00,1.30,22.50,3.70,7.00
14.00,5.00,2.00,17.90,1.80,14.00
15.00,0.00,1.60,18.90,2.40,15.00
4.00,3.00,1.40,22.50,3.00,3.00
6.00,2.00,1.60,19.40,2.30,6.00
7.00,14.00,1.60,20.50,2.40,14.00
10.00,1.00,3.00,24.30,1.40,1.00
12.00,15.00,2.40,19.70,1.60,15.00
7.00,1.00,1.50,20.70,2.60,1.00
0.00,8.00,1.50,21.00,2.60,8.00
14.00,6.00,1.80,18.40,2.00,6.00
5.00,13.00,2.50,20.10,1.60,5.00
11.00,10.00,1.50,21.20,2.70,10.00
2.00,12.00,1.80,18.50,2.00,12.00
3.00,9.00,1.40,21.80,2.80,3.00
4.00,15.00,1.40,22.60,3.20,4.00
8.00,2.00,2.50,18.80,1.60,8.00
15.00,7.00,1.40,22.20,3.00,15.00
10.00,4.00,3.00,21.40,1.40,4.00
9.00,5.00,1.60,19.40,2.40,9.00
13.00,11.00,1.40,21.30,2.70,13.00
1.00,0.00,2.20,19.20,1.70,0.00
12.00,3.00,1.50,20.00,2.60,3.00
13.00,14.00,2.40,21.00,1.60,14.00
12.00,5.00,1.70,18.50,2.10,12.00
8.00,6.00,1.60,20.30,2.40,6.00
11.00,7.00,2.30,19.80,1.60,11.00
0.00,9.00,1.50,21.30,2.70,0.00
5.00,11.00,1.40,21.80,2.90,5.00
9.00,12.00,1.50,22.00,2.60,12.00
7.00,0.00,1.60,19.30,2.30,7.00
6.00,4.00,2.90,22.00,1.40,4.00
14.00,10.00,1.40,22.50,3.10,10.00
3.00,8.00,1.50,21.30,2.60,3.00
2.00,13.00,2.10,18.50,1.70,2.00
1.00,15.00,2.20,19.00,1.70,15.00
0.00,14.00,1.40,21.60,2.90,14.00
5.00,3.00,1.90,18.60,1.90,5.00
13.00,1.00,1.80,19.00,2.00,13.00
11.00,9.00,2.10,19.20,1.70,9.00
10.00,12.00,2.30,19.00,1.60,12.00
15.00,6.00,1.40,21.50,2.80,15.00
4.00,2.00,1.50,20.20,2.50,4.00
3.00,1.00,1.40,20.80,2.80,3.00
4.00,7.00,1.70,19.60,2.20,7.00
